_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40
0,0,30,2,,5755,166,3,0,105,0,1,,,8cf07265,80e26c9b,f156b51d,31ad06e5,4cf72387,,d385ea68,0b153874,a73ee510,3b08e48b,7940fc2a,b43ff6e5,00e20e7b,b28479f6,4c1df281,15d87645,d4bb7bd8,f54016b9,21ddcdc9,5840adea,0f7238da,,32c7478e,d6d254a3,e8b83407,25a34e8a
0,3,10,1,7,551,50,3,39,45,1,1,,34,05db9164,38d50e09,396df967,328b42c3,25c83c98,13718bbd,5f2133cc,0b153874,a73ee510,567ba666,5e4d7944,8481d649,ef2542c1,b28479f6,7501d6be,b2f2a0c7,07c540c4,f855e3f0,21ddcdc9,5840adea,f0bb1194,,3a171ecb,a5ce2d0d,001f3601,984e0db0
0,1,43,7,9,1272,9,2,9,9,0,1,,9,5a9ed9b0,38a947a1,,,384874ce,7e0ccccf,95792846,0b153874,a73ee510,ddfa73e5,ca4aa270,,7150d0d7,b28479f6,7683d651,,07c540c4,4390975d,,,,,32c7478e,,,
0,,0,32,5,136517,,0,7,697,,0,,5,05db9164,c66fca21,67799c69,d00d0f35,25c83c98,7e0ccccf,cec38daa,0b153874,7cc72ec2,3b08e48b,ff2333c8,b9f28c33,140595a0,b28479f6,5507c0e6,0f655650,e5ba7672,1304f63b,21ddcdc9,b1252a9d,b426bc93,,32c7478e,2e0a0035,010f6491,2ebc9381
0,,22,2,1,102539,,,1,,,,,1,05db9164,90081f33,fd22e418,36375a46,25c83c98,7e0ccccf,0de51a54,0b153874,7cc72ec2,e328a4b5,7a3651f5,fb991bf5,95bc260c,b28479f6,50b07d60,d1a4e968,e5ba7672,7da6ea7e,,,9fb07dd2,ad3062eb,3a171ecb,359dd977,,
0,2,688,6,4,365,8,2,12,26,1,1,,4,05db9164,6887a43c,322488b3,10b5d63e,4cf72387,fe6b92e5,60d4eb86,0b153874,a73ee510,c639d0e6,0ad37b4b,1ee870da,f9d99d81,1adce6ef,ef6b7bdf,f9a5de15,e5ba7672,8f0f692f,21ddcdc9,b1252a9d,0272379f,,85d5a995,9dfcb3c8,445bbe3b,efe23900
0,0,-1,,,2903,50,1,0,12,0,1,,,87552397,89ddfee8,8db84075,13508380,307e775a,7e0ccccf,ad3508b1,0b153874,a73ee510,79f15f43,ad757a5a,0e3e30d2,93b18cb5,07d13a8f,59a58e86,f305dc20,e5ba7672,ae46962e,55dd3565,a458ea53,e5730b7a,ad3062eb,423fab69,45ab94c8,f0f449dd,c84c4aec
0,0,0,10,2,3575,62,2,6,131,0,2,,2,68fd1e64,58e67aaf,9a6ae0df,715dbf7b,25c83c98,7e0ccccf,a870a74a,c8ddd494,a73ee510,86aaf467,17586bd8,431ef71c,4c9ff09f,1adce6ef,d002b6d9,5666f825,07c540c4,c21c3e4c,338f20de,b1252a9d,ac730002,,423fab69,bc8b14b9,9b3e8820,cdd2b5b7
0,48,0,28,29,1,21,547,31,214,4,81,1,21,05db9164,3f0d3f28,52af8044,9ad1d177,43b19349,fbad5c96,407438c8,0b153874,a73ee510,e7ba2569,755e4a50,b64d0cc7,5978055e,32813e21,e8d4033b,6a86118d,8efede7f,744ad4a0,,,2ef5f6dc,c9d4222a,55dd3565,e5fca70a,,
0,,-1,,,201582,,0,2,2,,0,,,5a9ed9b0,38a947a1,,,384874ce,7e0ccccf,61bed5b3,0b153874,7cc72ec2,c16dd063,34c909fe,,ef9686d6,07d13a8f,ecaf34fc,,07c540c4,0101c1b7,,,,,423fab69,,,
0,5,0,5,12,1,8,23,13,154,1,6,0,8,05db9164,287130e0,9486af17,d6c23de6,0942e0a7,fbad5c96,2b700eac,0b153874,a73ee510,5c0801f4,e3205ff0,bd8165fc,b688506c,8ceecbc8,32cff810,9a5109f8,3486227d,891589e7,064f1f80,a458ea53,40d924bf,,32c7478e,2f647dfe,f0f449dd,fc8ac6ea
0,0,0,5,11,20737,,,13,,0,,,11,42a16b9a,b3f3d753,6ca29110,f0da0308,43b19349,7e0ccccf,1183f3a9,0b153874,a73ee510,74b211ca,8dd0a090,0869abd6,2f8b3560,b28479f6,6b3737ff,ca6d17f6,e5ba7672,a5b84a06,,,066228d7,,bcdee96c,166ad104,,
1,,26,19,9,27118,20,12,10,33,,2,,9,05db9164,80e26c9b,fb825d60,16fa2ff1,25c83c98,,34a74d34,0b153874,a73ee510,1bd7be48,99a8aa81,2e26d339,be753812,64c94865,df97efd0,59780e86,e5ba7672,f54016b9,21ddcdc9,b1252a9d,eb70de83,,32c7478e,1793a828,e8b83407,74e8755f
0,,2,2,5,20452,,0,12,131,,0,,5,5a9ed9b0,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,dc63c936,0b153874,a73ee510,3b08e48b,53b6a492,8fe001f4,d1019a93,b28479f6,b2ff8c6b,36103458,776ce399,52e44668,,,e587c466,,be7c41b4,3b183c5c,,
0,0,30,1,1,17377,,0,5,3,0,0,,1,05db9164,2c16a946,d717c039,fd9fe48c,25c83c98,7e0ccccf,5e64ce5f,0b153874,a73ee510,3ccfe0c0,8b94178b,e520a21e,025225f2,07d13a8f,18231224,d000820f,e5ba7672,74ef3502,,,4aecfc4b,,32c7478e,9117a34a,,
1,,1,17,4,4124,29,8,4,22,,2,,4,87552397,f3b07830,163b1c85,8236f7a2,25c83c98,13718bbd,df5c2d18,1f89b562,a73ee510,3107b950,a7b606c4,d6360555,eae197fd,64c94865,27c95d02,0bfa545e,e5ba7672,048d01f4,,,fd135fbf,,3a171ecb,c657e6e5,,
1,3,0,52,8,25,3,4,13,31,1,1,,3,05db9164,04e09220,,,30903e74,7e0ccccf,8379baa1,f0e5818a,a73ee510,3b08e48b,7579b566,,8803181f,b28479f6,69f825dd,,e5ba7672,6fc84bfb,,,,,32c7478e,,,
1,0,0,18,6,73411,3955,0,4,2220,0,0,,27,05db9164,6e638bbc,7802d793,bc952269,25c83c98,7e0ccccf,894562a9,5b392875,7cc72ec2,130cae65,41b3f655,0dd7417d,ce5114a2,051219e6,3d5d2969,86d4ce4b,e5ba7672,3cb7e3f0,21ddcdc9,a458ea53,5499cd34,,32c7478e,8d653a3e,445bbe3b,8e1ae331
1,2,1,,11,7,3,11,0,64,1,2,,3,05db9164,8dbd550a,,,25c83c98,3bf701e7,4746e653,0b153874,a73ee510,59676bc2,2770cb50,,6cb5243a,07d13a8f,d30dcf14,,07c540c4,7cf65c5f,,,,c9d4222a,423fab69,,,
0,0,1,4,7,1553,410,1,27,75,0,1,,27,3ec5d916,b3f3d753,6ca29110,f0da0308,25c83c98,7e0ccccf,9a16a5ac,0b153874,a73ee510,3b08e48b,38df5213,0869abd6,2d0ad352,b28479f6,6b3737ff,ca6d17f6,07c540c4,a5b84a06,,,066228d7,,be7c41b4,166ad104,,
0,0,0,1,,33549,30,0,0,29,0,0,0,,05db9164,78ccd99e,51776ae2,717b5108,25c83c98,7e0ccccf,199c1eb3,c8ddd494,a73ee510,3b08e48b,ee991e99,7630053f,934b2395,b28479f6,1ca2ec64,fabe84fb,3486227d,e7e991cb,34c7083f,b1252a9d,a0669914,,3a171ecb,66de6fc9,c243e98b,6c85a990
0,,3,12,1,21408,,,2,,,,,1,8cf07265,04e09220,,,5a3e1872,7e0ccccf,184fb3cf,5b392875,a73ee510,0e30a56d,f66047e5,,13c89cc4,b28479f6,69f825dd,,1e88c74f,6fc84bfb,,,,,dbb486d7,,,
0,0,786,1,1,4533,83,11,1,66,0,4,,1,68fd1e64,ef69887a,48a89dd1,13508380,25c83c98,fe6b92e5,993609e8,5b392875,a73ee510,3b08e48b,a82e5837,c278d801,0042caf2,07d13a8f,9b5a6a83,8f40696a,e5ba7672,f953a972,1d1eb838,b1252a9d,ba750339,,c7dc6720,45ab94c8,47907db5,c84c4aec
0,,-1,6,3,29214,,0,14,9,,0,,3,28e55712,58e67aaf,408110ad,081fc4c2,b0530c50,7e0ccccf,3086a9e9,0b153874,a73ee510,3b08e48b,ebd30041,e0f4d271,c7a109eb,051219e6,d83fb924,6137fd9c,07c540c4,c21c3e4c,55dd3565,a458ea53,bce79991,8ec974f4,32c7478e,bd3e253d,9b3e8820,059d0fb3
0,0,3191,,5,1599,82,43,5,351,0,7,,5,9a89b36c,38d50e09,fdff8688,8f3c2eb8,4cf72387,fbad5c96,0ec6f284,5b392875,a73ee510,a3e2e7a5,a7b606c4,d8ec769a,eae197fd,b28479f6,7501d6be,dc64f558,27c07bd6,f855e3f0,21ddcdc9,5840adea,1c51f2de,,3a171ecb,a78905c5,001f3601,4e7af834
1,4,-2,18,14,74,27,22,11,1542,1,9,0,27,87552397,58e67aaf,6efae558,5a72fb2e,5a3e1872,fbad5c96,8fb5446a,0b153874,a73ee510,ec79b2d8,59cd5ae7,9a28a8b8,8b216f7b,1adce6ef,d002b6d9,91338f90,27c07bd6,c21c3e4c,4a237258,b1252a9d,e95892e0,,423fab69,4ff69f70,9b3e8820,ccec46c0
0,,12,,1,21549,,0,1,15,,0,,1,05db9164,90081f33,9762a8c4,9ff76ed7,25c83c98,13718bbd,bf21cb17,0b153874,a73ee510,c69c38d4,74e4a3ef,ddc43537,b142295a,64c94865,1ce3ecc3,c5fe8b1e,07c540c4,0ebdbf46,,,f72d5c29,,32c7478e,8e84e831,,
1,1,0,2,,73,1,15,24,101,1,6,0,,05db9164,09e68b86,ac629959,6fce49e4,25c83c98,,89391314,0b153874,a73ee510,9b1a8d44,608452cc,1e0231b2,cbb8fa8b,b28479f6,52baadf5,2d84273d,27c07bd6,5aed7436,a34d2cf6,a458ea53,653e41ce,,32c7478e,3fdb382b,e8b83407,49d68486
0,1,0,18,6,10,6,1,6,6,1,1,,6,5a9ed9b0,207b2d81,6a061171,ef6ae422,43b19349,,154b12cc,6c41e35e,a73ee510,10ee1603,e73bed86,2dad7b23,4a6575c1,b28479f6,3c767806,722ee340,d4bb7bd8,395856b0,21ddcdc9,b1252a9d,aec73e74,,32c7478e,215dcc2f,001f3601,6aaefcd4
1,2,7,3,3,1412,4,127,4,26,0,3,0,3,05db9164,287130e0,e199576e,3fb81b62,4cf72387,7e0ccccf,fd3483f3,0b153874,a73ee510,7ae50bfd,9d7e66c3,fabba9b1,df957573,b28479f6,9efd8b77,309fa177,8efede7f,891589e7,21ddcdc9,5840adea,fc90e9fc,,bcdee96c,b2df17ed,c243e98b,33757f80
0,,2,1,,,,,4,,,,,,05db9164,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,970f01b2,51d76abe,7cc72ec2,3b08e48b,36bccca0,9f32b866,80467802,1adce6ef,2ee9f086,31ca40b6,2005abd1,7b49e3d2,,,dfcfc3fa,,55dd3565,aee52b6f,,
0,8,0,11,4,28,4,14,22,226,1,3,0,4,be589b51,4f25e98b,eaf8bd7a,aacacd42,25c83c98,7e0ccccf,01c31e6c,1f89b562,a73ee510,dc9f749b,2bcfb78f,6b312cb7,e6fc496d,b28479f6,8ab5b746,8e60efbb,27c07bd6,7ef5affa,9653bb65,b1252a9d,1a0462c6,c9d4222a,32c7478e,2cc2b27e,001f3601,4da17a24
0,0,53,2,3,3101,161,215,27,698,0,14,0,15,68fd1e64,0eb070fa,09a94b60,70571a39,43b19349,7e0ccccf,9ed4ccfa,37e4aa92,a73ee510,e3a43a6f,88cbaede,5be3be4e,d13ca58c,32813e21,9ee86a69,da1ae2d6,3486227d,7ba9340b,,,a9df69a1,,dbb486d7,5dd5bf0b,,
1,0,37,,1,7224,29,1,9,28,0,1,,1,05db9164,537e899b,5037b88e,9dde01fd,4cf72387,6f6d9be8,0c8aa424,37e4aa92,a73ee510,b7180318,245da965,680d7261,70e0d2b1,07d13a8f,14be02cc,c0673b44,d4bb7bd8,65979fb7,,,e049c839,,32c7478e,6095f986,,
0,,16,141,18,8727,49,6,17,18,,1,,18,8cf07265,f0cf0024,b3d4c34f,dafdc657,25c83c98,fbad5c96,8422994c,6c41e35e,a73ee510,3aa38bab,6263d404,2a73af0a,aa1eb12e,b28479f6,fdb1071f,b9bc9b86,e5ba7672,cc693e93,21ddcdc9,b1252a9d,55274123,,32c7478e,6042edf0,ea9a246c,c3dd86ad
1,2,31,1,6,704,40,13,19,216,0,6,1,6,05db9164,421b43cd,a19ce9a5,29998ed1,25c83c98,fbad5c96,f6d03c1b,1f89b562,a73ee510,79041558,5447972d,6aaba33c,aebdb575,b28479f6,2d0bb053,b041b04a,8efede7f,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
0,,1,4,,4252,14,1,0,4,,1,,,68fd1e64,09e68b86,180d43b3,e7043a9d,25c83c98,fe6b92e5,f1ff45d6,1f89b562,a73ee510,9a1250bd,acc758fc,4bb71efc,9bbdb8bd,b28479f6,52baadf5,4e801793,07c540c4,5aed7436,69ff7363,a458ea53,6e7b6a98,ad3062eb,3a171ecb,2fb04ccd,e8b83407,ff3bb6e0
0,,65,2,7,33017,,0,6,27,,0,,7,68fd1e64,ab577bd1,fa5f72b8,bf0b19a8,4cf72387,fe6b92e5,b4b7b907,0b153874,a73ee510,6b8edada,df994e88,2047be9b,ca9b769f,b28479f6,744c8e3e,8845d54d,1e88c74f,5d50ce9d,,,a58d9ce3,c9d4222a,3a171ecb,4fcc135f,,
0,,3,4,1,2891,,0,3,4,,0,,1,68fd1e64,d833535f,ad4b77ff,d16679b9,25c83c98,7e0ccccf,38eb9cf4,0b153874,a73ee510,451bd4e4,7f8ffe57,a2f4e8b5,46f42a63,07d13a8f,943169c2,89052618,1e88c74f,281769c2,,,d4703ebd,,32c7478e,aee52b6f,,
0,,105,5,1,36239,,,1,,,,,1,05db9164,4f25e98b,986c0a4a,9e2401c7,4cf72387,fbad5c96,4e784388,5b392875,a73ee510,bdfd8a02,7ca25fd2,54e77e3b,d3802338,07d13a8f,5cedaf14,c0c2aec2,1e88c74f,c04ce6df,7368c400,b1252a9d,c1e46390,c9d4222a,32c7478e,9117a34a,001f3601,54ca28ff
0,3,12,10,1,23,6,11,1,57,1,3,,1,68fd1e64,09e68b86,77cf7b2e,21a0b7b7,25c83c98,,d2d741ca,0b153874,a73ee510,b13b46d2,ea4adb47,cd5905ac,05781932,b28479f6,52baadf5,5b167e4e,e5ba7672,5aed7436,b8ec925a,b1252a9d,3bffa61c,,bcdee96c,c328f82b,e8b83407,a11fcb1f
1,,-1,,,5807,19,0,0,0,,0,,,8cf07265,38a947a1,5c7d8ff6,902872c9,25c83c98,fe6b92e5,1c86e0eb,0b153874,a73ee510,e7ba2569,755e4a50,79b87c55,5978055e,b28479f6,7ba31d46,5627d7e0,e5ba7672,9b82aca5,,,4063500f,ad3062eb,3a171ecb,54baf4d1,,
0,,0,140,6,190,432,0,42,56,,0,,15,05db9164,207b2d81,905a7b53,0e5acd1d,25c83c98,fbad5c96,9b98e9fc,5b392875,a73ee510,451bd4e4,bc8c9f21,bac9dcdb,46f42a63,07d13a8f,1247bc49,301d75b3,e5ba7672,157482f0,21ddcdc9,b1252a9d,278a31a1,c9d4222a,32c7478e,5bceb83a,001f3601,c99deada
1,0,12,3,3,10054,,0,4,3,0,0,0,3,8cf07265,b7ca2abd,ee96fc95,68ad052c,43b19349,fe6b92e5,40ebba3f,5b392875,a73ee510,d38099bf,4b0929e2,ce875433,c0ed8bfc,64c94865,5f2d5a3a,5f92b84a,e5ba7672,4771e483,,,95b757a6,,3a171ecb,41be4766,,
0,,0,6,3,60451,231,0,7,8,,0,,8,05db9164,38a947a1,61369d5b,84b037c2,25c83c98,7e0ccccf,2bb802c7,5b392875,7cc72ec2,0185c492,d83caed6,186d5859,d5aaf8c3,07d13a8f,62ecc9ff,15f867a5,e5ba7672,e7a96a4b,,,d41d994b,,423fab69,c258aec7,,
0,3,12,16,7,152,24,3,28,28,1,1,,7,426610d2,4f25e98b,9c58debd,5dd77f52,25c83c98,fbad5c96,d50ab3e4,0b153874,a73ee510,4fb4b8d3,aa209877,9058f52e,83827cf4,051219e6,79e800bf,1d2c360e,e5ba7672,bc5a0ff7,5b885066,a458ea53,ac128c64,,32c7478e,9dd84531,001f3601,ae47080f
0,0,40,6,6,1415,29,1,11,13,0,1,,11,05db9164,38d50e09,15e1524a,f438658e,25c83c98,7e0ccccf,5e64ce5f,062b5529,a73ee510,88a43e6d,8b94178b,b94e4985,025225f2,b28479f6,06373944,8fb26375,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,c7cf9eeb,,32c7478e,df487a73,001f3601,c27f155b
0,,1,1,0,1,,0,0,0,,0,,0,05db9164,38a947a1,,,384874ce,6f6d9be8,50631f06,0b153874,a73ee510,3b08e48b,f25fe7e9,,dd183b4c,1adce6ef,aa05a951,,776ce399,8f1ba373,,,,,32c7478e,,,
0,,0,64,,,,,0,,,,,,05db9164,4f25e98b,a54cd3ef,c19b53bd,2c6b8ded,,1af5fecb,0b153874,7cc72ec2,3b08e48b,2e3884d7,52d5104b,9c7a975e,b28479f6,df2f73e9,809b2074,2005abd1,bc5a0ff7,4b46b36d,a458ea53,5a583ae6,,423fab69,63db1700,ea9a246c,712ae67a
0,,1,1,3,15788,,0,11,7,,0,,8,5a9ed9b0,38d50e09,16395a10,de381cb4,25c83c98,6f6d9be8,dc7659bd,0b153874,a73ee510,03e48276,e51ddf94,b076f39b,3516f6e6,b28479f6,4be6e448,f85e7a16,e5ba7672,19fec6cc,21ddcdc9,a458ea53,05c6006d,,32c7478e,757d996c,001f3601,c27f155b
1,3,-1,,,224,3,8,38,66,1,3,1,,05db9164,287130e0,d3bc4b36,d4c90c05,4cf72387,,e814f1fc,0b153874,a73ee510,9bc1a7c1,7e2c5c15,f8d39743,91a1b611,b28479f6,631b539f,8c379b89,3486227d,a10c0817,99f90f6d,5840adea,ba3fcf19,,32c7478e,7d44b04c,ea9a246c,b4a4615f
0,,-1,,,10238,,0,4,6,,0,,,68fd1e64,04e09220,95e13fd4,a1e6a194,25c83c98,7e0ccccf,4bd081bf,5b392875,a73ee510,3b08e48b,2271d551,8882c6cd,0092602c,b28479f6,69f825dd,23056e4f,776ce399,6fc84bfb,,,5155d8a3,,be7c41b4,ded4aac9,,
0,0,-1,5,2,6292,112,1,4,5,0,1,,2,05db9164,38a947a1,546398c7,d1b7b76e,30903e74,7e0ccccf,65c53f25,0b153874,a73ee510,3b08e48b,ad2bc6f4,6af63e15,39ccb769,b28479f6,5f987066,0cb0abc7,d4bb7bd8,734fe145,,,9c8faa03,,32c7478e,2ff5d755,,
0,2,0,1,4,348,12,34,9,410,1,13,0,4,be589b51,404660bb,752e59f2,a61d4ab7,25c83c98,fbad5c96,407438c8,5b392875,a73ee510,1891e2f3,755e4a50,e68efd9c,5978055e,07d13a8f,633f1661,85641258,27c07bd6,4b17f8a2,21ddcdc9,5840adea,65224baa,,32c7478e,00ddcc0d,f0f449dd,9f6a34e7
1,,73,51,3,188822,,0,3,3,,0,,3,05db9164,287130e0,35e8c904,38c6a2ff,25c83c98,fbad5c96,04277bf9,0b153874,7cc72ec2,0f2ec50d,7e2c5c15,ca9f3db8,91a1b611,07d13a8f,10040656,d8daf836,e5ba7672,891589e7,21ddcdc9,5840adea,0bf4a9b7,,3a171ecb,3fdb382b,ea9a246c,49d68486
1,12,320,8,7,236,9,12,10,9,1,1,,7,05db9164,38a947a1,d3658d99,e98d8698,25c83c98,7e0ccccf,b687a92f,0b153874,a73ee510,550727c0,f2796a9d,3af94af0,3f5498ce,07d13a8f,cd8c5040,a5b8b6b0,e5ba7672,ff809076,,,29cd4eef,,be7c41b4,ed62d872,,
0,0,-1,,,4654,22,4,6,48,0,1,0,,68fd1e64,c5c1d6ae,5d18b92c,5bee7f8a,25c83c98,13718bbd,e675cfd6,0b153874,a73ee510,69bfae5c,b9ec9192,4f3b0399,df5886ca,07d13a8f,99153e7d,76ffaff8,3486227d,836a67dd,21ddcdc9,5840adea,b5cba562,,32c7478e,b7d5a1f5,7a402766,d10d0f6e
1,1,29,2,,275,0,1,0,0,1,1,,,c35dc981,52e9ecfc,a9d15bf1,6bb5a9c4,25c83c98,7e0ccccf,bdaf7920,5b392875,a73ee510,5162b19c,4c074d2a,f3dbd9b0,f948ca5d,b28479f6,37663ab0,4f02a842,d4bb7bd8,f3644223,21ddcdc9,b1252a9d,780bdc55,ad3062eb,32c7478e,2f647dfe,f0f449dd,52d71dab
1,1,14,,0,92,14,7,36,280,1,3,,14,68fd1e64,207b2d81,33430e23,4962b7b8,25c83c98,7e0ccccf,6de90931,0b153874,a73ee510,9268adb2,87fe3e10,1606ff92,3bd6c21d,07d13a8f,f3c64936,32d7d6c9,3486227d,f724634a,21ddcdc9,a458ea53,7fcceb02,c9d4222a,32c7478e,b2f178a3,001f3601,2c8173b3
0,1,96,,2,40,2,2,2,2,1,2,,2,05db9164,38a947a1,e058fc3c,2192038e,25c83c98,7e0ccccf,fc7be191,0b153874,a73ee510,bbaa2887,064b8acf,f7cbe917,45cbedc7,b28479f6,79595843,0c6b4ad6,1e88c74f,4427594e,,,f6e3bd9c,,dbb486d7,9e07eb4a,,
1,0,1,1,0,133,101,6,6,9,0,2,,0,eb7bd23e,38d50e09,1efd7f38,9a3cb908,25c83c98,fbad5c96,db8511f6,6c41e35e,a73ee510,dbd3ed6d,c1ee56d0,5292f047,ebd756bd,07d13a8f,f5fed91e,1748bb09,e5ba7672,19fec6cc,21ddcdc9,a458ea53,024722f1,c9d4222a,32c7478e,079b4da8,001f3601,c27f155b
